City,Colors Reported,Shape Reported,State,Time,sightings,Year
Norwalk,,DISK,CA,1957-06-21 19:30:00,2,1957
Arctic,,CIGAR,AK,1957-06-30 00:00:00,8,1957
Dallas,,OTHER,TX,1957-06-30 00:00:00,8,1957
Birmingham,,LIGHT,MI,1957-06-30 03:30:00,8,1957
New York City,,TEARDROP,NY,1957-06-30 12:00:00,8,1957
Burlington,,CIRCLE,IA,1957-06-30 13:00:00,8,1957
Russellville,ORANGE,SPHERE,AR,1957-06-30 18:00:00,8,1957
Barker,,DISK,NY,1957-06-30 20:00:00,8,1957
Albany,,CIRCLE,CA,1957-06-30 21:00:00,8,1957
Mullens,,OVAL,WV,1957-07-01 13:00:00,3,1957
Talcott,,SPHERE,WV,1957-07-01 13:00:00,3,1957
Del Rio,,CIGAR,TX,1957-07-01 20:00:00,3,1957
Phillipsburg,,CIGAR,NJ,1957-07-10 20:00:00,2,1957
Baltimore,,OTHER,MD,1957-07-10 22:00:00,2,1957
Chesapeake,,DISK,OH,1957-07-13 09:00:00,1,1957
Temple City,,LIGHT,CA,1957-07-15 12:00:00,8,1957
Houston,,DIAMOND,TX,1957-07-15 13:00:00,8,1957
Williamsport,,CIGAR,PA,1957-07-15 14:00:00,8,1957
Long Beach,,DISK,CA,1957-07-15 15:00:00,8,1957
Denver,,LIGHT,CO,1957-07-15 22:00:00,8,1957
Kresgeville,,LIGHT,PA,1957-07-15 22:00:00,8,1957
Salt  Lake City,,DISK,UT,1957-07-15 22:00:00,8,1957
Kansas City,RED,LIGHT,MO,1957-07-15 23:30:00,8,1957
Arco,,DISK,ID,1957-08-01 12:00:00,1,1957
Vandalia,,DISK,OH,1957-08-03 20:00:00,1,1957
Bainbridge,,FIREBALL,MD,1957-08-04 02:00:00,1,1957
Indianapolis,,LIGHT,IN,1957-08-07 01:00:00,1,1957
San Diego,,DISK,CA,1957-08-09 00:30:00,1,1957
Ticonderoga,,DISK,NY,1957-08-14 16:00:00,2,1957
California,,FIREBALL,CA,1957-08-14 21:00:00,2,1957
Longview,,SpaceShip,WA,1957-08-15 01:00:00,4,1957
Ludlow,,CIGAR,MA,1957-08-15 01:00:00,4,1957
Exeter,,DISK,NH,1957-08-15 21:00:00,4,1957
Auburn,,LIGHT,MA,1957-08-15 21:30:00,4,1957
Smith's Ferry,,DISK,ID,1957-08-16 21:30:00,1,1957
Huntington,,SpaceShip,IN,1957-08-17 23:00:00,1,1957
Graham,,SPHERE,TX,1957-09-01 16:00:00,2,1957
Brecksville,,CIRCLE,OH,1957-09-01 23:00:00,2,1957
Los Gatos,,DISK,CA,1957-09-05 17:30:00,1,1957
St. Paul,,DISK,MN,1957-09-10 19:15:00,1,1957
El Paso,,DISK,TX,1957-09-15 04:00:00,3,1957
Lake Jackson,,FIREBALL,TX,1957-09-15 21:30:00,3,1957
Tacoma,,DISK,WA,1957-09-15 23:00:00,3,1957
Hopkinsville,,CIGAR,KY,1957-09-20 00:00:00,1,1957
Nelchina,,LIGHT,AK,1957-10-01 16:00:00,4,1957
Martelle,,CIGAR,IA,1957-10-01 20:30:00,4,1957
Paterson,,DISK,NJ,1957-10-01 21:00:00,4,1957
Northeast Cape AFS,,LIGHT,AK,1957-10-01 22:00:00,4,1957
St. Paul,,LIGHT,MN,1957-10-05 19:00:00,1,1957
England,,DISK,AR,1957-10-15 01:45:00,4,1957
New York City,,LIGHT,NY,1957-10-15 02:00:00,4,1957
Houston,,LIGHT,TX,1957-10-15 20:30:00,4,1957
Commerce City,,FIREBALL,CO,1957-10-15 22:00:00,4,1957
Teaneck,,CYLINDER,NJ,1957-11-10 17:00:00,3,1957
Corpus Christi,,LIGHT,TX,1957-11-10 19:00:00,3,1957
St Lawrence Island,,OTHER,AK,1957-11-10 20:00:00,3,1957
Madison,,CIGAR,WI,1957-12-28 00:00:00,2,1957
Madison,,CIGAR,WI,1957-12-28 00:00:00,2,1957
Pep,,FIREBALL,TX,1958-01-01 22:00:00,1,1958
Howell,,CIGAR,MI,1958-02-15 02:30:00,1,1958
Winooski,,OVAL,VT,1958-04-17 21:30:00,2,1958
Winooski,,OVAL,VT,1958-04-17 21:30:00,2,1958
Palmer Park,,SPHERE,MD,1958-05-05 20:00:00,1,1958
North Hollywood,,CIRCLE,CA,1958-05-07 10:00:00,1,1958
Cincinnati,,DIAMOND,OH,1958-05-16 00:00:00,1,1958
North Hollywood,,SPHERE,CA,1958-05-20 00:00:00,1,1958
Middlesex,,CIRCLE,NC,1958-06-01 02:00:00,5,1958
San Francisco,,OVAL,CA,1958-06-01 19:00:00,5,1958
New York City,,OVAL,NY,1958-06-01 21:00:00,5,1958
Timpson,,LIGHT,TX,1958-06-01 22:00:00,5,1958
Grand Island,,CIRCLE,NE,1958-06-01 22:30:00,5,1958
Cincinnati,,DIAMOND,OH,1958-06-06 09:30:00,1,1958
Baldwin Park,,CIGAR,CA,1958-06-10 12:00:00,1,1958
Florala ?,,DISK,AL,1958-06-15 00:00:00,9,1958
Mountain View,,OTHER,MO,1958-06-15 00:00:00,9,1958
Coffeyville,,CIGAR,KS,1958-06-15 15:00:00,9,1958
Yonkers,,LIGHT,NY,1958-06-15 15:00:00,9,1958
Menlo Park,,LIGHT,CA,1958-06-15 19:15:00,9,1958
Houston,,DISK,TX,1958-06-15 20:00:00,9,1958
Oklahoma,,LIGHT,OK,1958-06-15 22:00:00,9,1958
Pawnee,,LIGHT,OK,1958-06-15 23:00:00,9,1958
Pawnee,,LIGHT,OK,1958-06-15 23:00:00,9,1958
Silverdale,,CYLINDER,WA,1958-06-30 12:00:00,6,1958
Conyers,,TEARDROP,GA,1958-06-30 13:00:00,6,1958
Camden,,DISK,ME,1958-06-30 16:00:00,6,1958
Fort Worth,,DISK,TX,1958-06-30 20:00:00,6,1958
Durham,,LIGHT,KS,1958-06-30 21:30:00,6,1958
Thibodaux,,FIREBALL,LA,1958-06-30 23:00:00,6,1958
Osmond,,LIGHT,NE,1958-07-01 04:48:00,2,1958
Muncie,,LIGHT,IN,1958-07-01 21:00:00,2,1958
Cheektowaga,,TEARDROP,NY,1958-07-10 09:00:00,2,1958
Woodland Hills,,LIGHT,FL,1958-07-10 17:00:00,2,1958
no data,,DISK,UT,1958-07-11 23:00:00,1,1958
Novato,,DISK,CA,1958-07-15 17:30:00,1,1958
Rock Springs,,DISK,WY,1958-07-20 21:30:00,1,1958
Randallstown,,SpaceShip,MD,1958-07-30 22:00:00,1,1958
Derby,,DISK,CT,1958-08-01 19:00:00,1,1958
Scarborough,,DISK,ME,1958-08-08 15:00:00,1,1958
Bellevue,,LIGHT,WA,1958-08-10 21:30:00,1,1958
Monroe,,OVAL,GA,1958-08-15 14:00:00,1,1958
Fargo,,DISK,ND,1958-09-01 20:00:00,2,1958
Perry,RED,SpaceShip,IA,1958-09-01 21:00:00,2,1958
Arthur,,LIGHT,ND,1958-09-07 19:00:00,1,1958
Ashland,,CIRCLE,KY,1958-09-14 19:30:00,1,1958
Davis Jct.,,FIREBALL,IL,1958-09-20 22:20:00,1,1958
Phelps County,,DISK,NE,1958-09-25 19:00:00,1,1958
St. Paul,,OTHER,MN,1958-10-20 21:00:00,1,1958
Terrebonne,,LIGHT,OR,1958-10-25 20:00:00,1,1958
Riverside,,LIGHT,IL,1958-10-30 01:00:00,1,1958
Greenville,,DISK,RI,1958-11-15 22:30:00,1,1958
Milwaukee,,DISK,WI,1958-11-25 23:00:00,1,1958
South San Francisco,,DISK,CA,1959-01-10 18:30:00,1,1959
New York City,,LIGHT,NY,1959-03-01 23:00:00,1,1959
Miami,,SPHERE,FL,1959-04-01 01:00:00,1,1959
Mendham,,DISK,NJ,1959-04-15 21:00:00,1,1959
Baden,,CYLINDER,PA,1959-04-26 19:00:00,1,1959
Columbus,,LIGHT,OH,1959-05-01 18:30:00,1,1959
El Sobrante,YELLOW,CIRCLE,CA,1959-05-05 09:00:00,1,1959
Evanston,,LIGHT,IL,1959-05-15 04:00:00,1,1959
Cincinnati,,DISK,OH,1959-05-30 17:00:00,1,1959
Wabash River,,CIRCLE,IN,1959-06-01 08:00:00,5,1959
Nashville,,LIGHT,TX,1959-06-01 12:00:00,5,1959
Orange,,CYLINDER,CT,1959-06-01 12:00:00,5,1959
Sidney,,LIGHT,OH,1959-06-01 18:30:00,5,1959
Nelson,,CIGAR,NE,1959-06-01 22:00:00,5,1959
Arvada,,CIRCLE,CO,1959-06-05 13:00:00,1,1959
Monroe,,LIGHT,MI,1959-06-10 13:00:00,1,1959
Missoula,,LIGHT,MT,1959-06-15 01:00:00,4,1959
Minneapolis,,OTHER,MN,1959-06-15 08:30:00,4,1959
Campbell,,DISK,CA,1959-06-15 10:00:00,4,1959
Buffalo,,LIGHT,WV,1959-06-15 23:00:00,4,1959
Minneapolis,,FORMATION,MN,1959-06-23 22:00:00,1,1959
Globe,,RECTANGLE,AZ,1959-06-28 13:00:00,1,1959
Campbellsport,,CIRCLE,WI,1959-06-30 14:00:00,3,1959
New York City,,OVAL,NY,1959-06-30 20:00:00,3,1959
Phoenix,,DISK,AZ,1959-06-30 21:00:00,3,1959
Strathmore,,DISK,CA,1959-07-01 01:00:00,2,1959
Castle Rock,,CIGAR,WA,1959-07-01 20:00:00,2,1959
Gardner Lake,,OVAL,ME,1959-07-04 20:00:00,1,1959
Long Beach,,LIGHT,CA,1959-07-07 23:00:00,1,1959
Nort Sutton,,LIGHT,NH,1959-07-15 12:00:00,2,1959
New Albany,,CIGAR,IN,1959-07-15 23:00:00,2,1959
Worcester,,OTHER,MA,1959-07-16 18:00:00,1,1959
Salem,,DISK,OH,1959-07-19 01:00:00,1,1959
Fort Lauderdale,,LIGHT,FL,1959-07-20 21:30:00,1,1959
Allendale,,LIGHT,KY,1959-07-22 14:30:00,1,1959
Golden,,DISK,TX,1959-08-01 18:00:00,1,1959
Reseda,,DISK,CA,1959-08-10 01:30:00,1,1959
Troy,,LIGHT,NY,1959-08-13 21:00:00,2,1959
Jewett,,LIGHT,NY,1959-08-13 22:30:00,2,1959
Roswell,,LIGHT,NM,1959-08-15 15:00:00,2,1959
Mohave,,LIGHT,CA,1959-08-15 21:00:00,2,1959
Lake Bonita,,FIREBALL,NM,1959-08-20 03:00:00,1,1959
Fallon,,OVAL,NV,1959-09-15 00:00:00,3,1959
Goldfield,,LIGHT,NV,1959-09-15 01:00:00,3,1959
Dayton,,DISK,OH,1959-09-15 11:30:00,3,1959
New York City,,OTHER,NY,1959-10-01 16:00:00,3,1959
Jacksonville,,LIGHT,IL,1959-10-01 19:00:00,3,1959
Duluth,,LIGHT,WI,1959-10-01 20:45:00,3,1959
Duluth,,LIGHT,WI,1959-10-05 18:30:00,2,1959
Rock Hill,,SpaceShip,SC,1959-10-05 19:00:00,2,1959
Marysville,,OTHER,WA,1959-10-15 00:00:00,1,1959
Four States,RED,SPHERE,WV,1959-10-16 22:30:00,1,1959
Starke,,SPHERE,FL,1959-11-11 20:00:00,1,1959
Lafayette,,CIRCLE,IN,1959-11-15 01:30:00,1,1959
Los Angeles,,DISK,CA,1959-12-20 18:30:00,1,1959
Tehachapi,,FIREBALL,CA,1959-12-30 18:35:00,2,1959
Del Mar,,LIGHT,CA,1959-12-30 23:00:00,2,1959
Bristol,,DISK,VA,1960-01-15 22:00:00,1,1960
St. Paul,,CIGAR,MN,1960-02-01 22:15:00,2,1960
Hartwell,,CIGAR,GA,1960-02-01 23:00:00,2,1960
Winston-Salem,,CIGAR,NC,1960-02-18 21:00:00,1,1960
Houston,,SpaceShip,TX,1960-03-12 23:00:00,1,1960
Houston,,OTHER,TX,1960-04-01 21:00:00,1,1960
Tucson,,LIGHT,AZ,1960-05-01 20:00:00,1,1960
Schenectady,,LIGHT,NY,1960-05-15 00:00:00,2,1960
Terre Haute,,OTHER,IN,1960-05-15 18:00:00,2,1960
Great Bend,,OTHER,KS,1960-06-01 00:00:00,11,1960
Salt Lake City,,DISK,UT,1960-06-01 00:00:00,11,1960
Seattle,GREEN,OVAL,WA,1960-06-01 00:00:00,11,1960
Yakima,,OTHER,WA,1960-06-01 02:30:00,11,1960
Palmdale,,DISK,CA,1960-06-01 12:00:00,11,1960
Sacramento,,CIGAR,CA,1960-06-01 12:00:00,11,1960
Chadd's Ford,,CYLINDER,PA,1960-06-01 13:00:00,11,1960
New Jersey,,CIGAR,NJ,1960-06-01 13:00:00,11,1960
Watervliet,,DISK,MI,1960-06-01 18:00:00,11,1960
Vassalboro,,OVAL,ME,1960-06-01 20:00:00,11,1960
Silverfdale,,VARIOUS,WA,1960-06-01 22:00:00,11,1960
Santa Ana,,DISK,CA,1960-06-03 18:00:00,1,1960
Cape Canaveral,,FIREBALL,FL,1960-06-06 12:00:00,1,1960
Philadelphia,,SPHERE,PA,1960-06-10 18:00:00,1,1960
Barstow-Baker,,DISK,CA,1960-06-11 02:00:00,1,1960
Great Falls,,FORMATION,MT,1960-06-12 14:30:00,1,1960
Quincy,,DISK,CA,1960-06-13 02:00:00,1,1960
Baltimore,,OTHER,MD,1960-06-15 21:00:00,2,1960
Kansas City,,DISK,KS,1960-06-15 21:45:00,2,1960
Chicago,,OVAL,IL,1960-06-18 23:00:00,1,1960
East Bernstadt,,DISK,KY,1960-06-21 14:00:00,1,1960
Albertson,,LIGHT,NY,1960-06-30 00:00:00,3,1960
Litchfield,,OTHER,PA,1960-06-30 12:00:00,3,1960
Portland,,DISK,OR,1960-06-30 20:30:00,3,1960
,,DISK,NV,1960-07-01 12:00:00,3,1960
Stevens,,OTHER,MN,1960-07-01 12:00:00,3,1960
Portland,,LIGHT,OR,1960-07-01 20:00:00,3,1960
New Berlin,,CIRCLE,WI,1960-07-04 21:30:00,1,1960
Springdale,,FORMATION,AR,1960-07-07 22:00:00,1,1960
La Verne,ORANGE YELLOW,CIRCLE,CA,1960-07-15 01:00:00,4,1960
Pacific Coast Highway,,LIGHT,CA,1960-07-15 10:00:00,4,1960
Goldsboro,,SPHERE,NC,1960-07-15 16:00:00,4,1960
Amarillo,,DIAMOND,TX,1960-07-15 21:00:00,4,1960
Upland,,CIRCLE,CA,1960-07-30 21:00:00,1,1960
Allentown,,CYLINDER,PA,1960-08-01 12:00:00,5,1960
Taftville,,DISK,CT,1960-08-01 15:00:00,5,1960
Boston,,DISK,MA,1960-08-01 18:00:00,5,1960
Carteret,,CIGAR,NJ,1960-08-01 18:00:00,5,1960
Crystal,,CIRCLE,WI,1960-08-01 23:00:00,5,1960
Cherokee,,FIREBALL,NC,1960-08-02 23:00:00,1,1960
Belmont,,CIRCLE,NY,1960-08-10 01:00:00,2,1960
Watchung,RED,CIGAR,NJ,1960-08-10 18:00:00,2,1960
Cottonwood,,LIGHT,WA,1960-08-13 19:00:00,1,1960
Saugus,,CIRCLE,MA,1960-08-15 15:00:00,2,1960
Framingham,,OVAL,MA,1960-08-15 16:00:00,2,1960
Long Beach,,OTHER,CA,1960-08-17 21:10:00,1,1960
Pittsburgh,,SPHERE,PA,1960-08-20 21:30:00,1,1960
Dickinson,,CIRCLE,ND,1960-08-28 21:00:00,1,1960
Buffalo,,OVAL,NY,1960-09-05 21:00:00,1,1960
Wichita,,OVAL,KS,1960-09-10 10:00:00,1,1960
Kingsport,ORANGE,CIRCLE,TN,1960-09-15 19:00:00,3,1960
Seattle,,DISK,WA,1960-09-15 20:30:00,3,1960
Susanville,,LIGHT,CA,1960-09-15 21:00:00,3,1960
Kaneohe,,LIGHT,HI,1960-10-10 20:00:00,1,1960
Burnsville,,LIGHT,MN,1960-10-18 00:00:00,1,1960
Westbury,,DISK,NY,1960-11-02 18:00:00,1,1960
Sumner,,SPHERE,WA,1960-11-11 02:00:00,1,1960
Kansas City,,LIGHT,KS,1960-11-15 22:00:00,1,1960
Santa Clara,,CIRCLE,CA,1961-01-01 12:00:00,2,1961
Kendallville,,CIRCLE,IN,1961-01-01 13:00:00,2,1961
Lancaster,,DISK,CA,1961-02-02 01:00:00,1,1961
Panhandle,,DIAMOND,TX,1961-02-22 20:00:00,1,1961
McGuire AFB,RED GREEN,SPHERE,NJ,1961-03-12 21:00:00,1,1961
New York City,,CROSS,NY,1961-03-29 00:00:00,1,1961
Shenandoah,,LIGHT,PA,1961-04-01 20:00:00,1,1961
Altus,,CIRCLE,OK,1961-04-15 21:00:00,1,1961
Auburn,,CIGAR,WA,1961-05-01 22:00:00,1,1961
Parris Island,,VARIOUS,SC,1961-05-15 04:00:00,1,1961
Alpine,,DISK,UT,1961-06-01 00:00:00,3,1961
no data,,TEARDROP,NY,1961-06-01 18:00:00,3,1961
Opa Locka,,OTHER,FL,1961-06-01 18:00:00,3,1961
Carrollton,,LIGHT,TX,1961-06-10 19:30:00,1,1961
Huntsville,,SpaceShip,AL,1961-06-15 12:00:00,3,1961
Richardson,GREEN,LIGHT,TX,1961-06-15 15:00:00,3,1961
Frederick,,LIGHT,OK,1961-06-15 20:30:00,3,1961
Chicago,,DISK,IL,1961-06-17 19:00:00,1,1961
Webster Groves,,CIRCLE,MO,1961-06-20 00:00:00,1,1961
Dallas,,DISK,GA,1961-06-22 00:00:00,1,1961
Greensboro,,CIGAR,NC,1961-06-30 08:00:00,4,1961
Orlando,,DISK,FL,1961-06-30 15:00:00,4,1961
La Mirada,ORANGE,CIGAR,CA,1961-06-30 19:00:00,4,1961
Rotan,,SPHERE,TX,1961-06-30 22:00:00,4,1961
Lawrenceville,,CIRCLE,GA,1961-07-01 21:00:00,1,1961
West Haven,,LIGHT,CT,1961-07-08 21:00:00,1,1961
Sapulpa,,LIGHT,OK,1961-07-15 01:00:00,4,1961
Gettysburg,,CIGAR,PA,1961-07-15 11:00:00,4,1961
Mount Hope,,LIGHT,WV,1961-07-15 23:00:00,4,1961
Newberg,,EGG,OR,1961-07-15 23:30:00,4,1961
Arlington Heights,,DISK,IL,1961-07-16 19:50:00,1,1961
Mill Valley,,DISK,CA,1961-08-01 00:00:00,1,1961
Glenshaw,,DISK,PA,1961-08-05 21:15:00,2,1961
Pittsburgh,,SPHERE,PA,1961-08-05 23:00:00,2,1961
Palatine,ORANGE,DISK,IL,1961-08-09 20:00:00,1,1961
New York City,,DISK,NY,1961-08-15 19:00:00,1,1961
Evendale,,LIGHT,OH,1961-08-30 00:00:00,1,1961
Fort Benning,,DISK,GA,1961-09-01 18:46:00,2,1961
Toledo,,LIGHT,OH,1961-09-01 20:30:00,2,1961
Wahoo,,EGG,NE,1961-09-15 20:00:00,1,1961
Toledo,,SPHERE,OH,1961-10-01 03:00:00,4,1961
Tulsa,,DISK,OK,1961-10-01 03:30:00,4,1961
Nashville,,DISK,TN,1961-10-01 19:00:00,4,1961
Graham,,SpaceShip,NC,1961-10-01 22:00:00,4,1961
Bristol,,SPHERE,TN,1961-10-10 19:00:00,1,1961
Indialantic,,OVAL,FL,1961-10-15 18:00:00,1,1961
Bakersfield,RED,CIRCLE,CA,1961-11-11 23:00:00,1,1961
Leesville,,FLASH,SC,1961-11-26 10:00:00,1,1961
Bartow,,SPHERE,FL,1961-12-17 21:00:00,1,1961
Forestburg,,SPHERE,TX,1961-12-26 20:00:00,1,1961
Key West,,SPHERE,FL,1962-01-01 08:00:00,1,1962
Fayetteville,,CIRCLE,NC,1962-02-19 21:00:00,1,1962
Snohomish,,DIAMOND,WA,1962-03-01 08:00:00,1,1962
Wendover,,DISK,UT,1962-03-03 03:00:00,1,1962
Clayton,,LIGHT,NC,1962-03-08 21:00:00,1,1962
Camden,,SPHERE,OH,1962-03-15 10:00:00,1,1962
Shenandoah,YELLOW,LIGHT,PA,1962-03-31 21:00:00,1,1962
Huntingdon,GREEN,LIGHT,GA,1962-04-15 21:00:00,1,1962
Acoma,,CYLINDER,NM,1962-05-15 21:00:00,3,1962
Toms River,,DISK,NJ,1962-05-15 21:00:00,3,1962
Pittsburg,RED,VARIOUS,OK,1962-05-15 21:30:00,3,1962
Whitehouse,,LIGHT,NJ,1962-05-20 23:00:00,1,1962
Garland,,DISK,TX,1962-05-30 20:00:00,1,1962
Bartlesville,,LIGHT,OK,1962-06-01 00:00:00,7,1962
Charleston,,DISK,SC,1962-06-01 12:00:00,7,1962
Ellwood City,,DISK,PA,1962-06-01 12:00:00,7,1962
Liberty Homes,,SPHERE,SC,1962-06-01 12:00:00,7,1962
San Francisco,,CIRCLE,CA,1962-06-01 19:00:00,7,1962
Aurora,,LIGHT,CO,1962-06-01 20:00:00,7,1962
Benton,,DISK,IL,1962-06-01 21:30:00,7,1962
Lempster,,CIRCLE,NH,1962-06-14 19:45:00,1,1962
Castle Rock,,SPHERE,WA,1962-06-15 00:00:00,4,1962
Lawrence County,,DISK,IL,1962-06-15 19:30:00,4,1962
Booneville,,DISK,NC,1962-06-15 20:00:00,4,1962
IL,,DISK,IL,1962-06-15 21:30:00,4,1962
Joyce,,OTHER,WA,1962-06-16 23:30:00,1,1962
Ossining,,LIGHT,NY,1962-06-25 02:00:00,1,1962
Orlando,,SPHERE,FL,1962-06-30 00:00:00,6,1962
Granada Hills,,SPHERE,CA,1962-06-30 02:00:00,6,1962
Cadiz,,LIGHT,CA,1962-06-30 07:00:00,6,1962
Royal Oak,,DISK,MI,1962-06-30 17:30:00,6,1962
Bethpage,,SpaceShip,NY,1962-06-30 18:00:00,6,1962
Bay Area,,DISK,CA,1962-06-30 19:00:00,6,1962
Miami,,OVAL,FL,1962-07-01 00:00:00,3,1962
Chicago,,DISK,IL,1962-07-01 22:00:00,3,1962
Seattle,,OTHER,WA,1962-07-01 22:00:00,3,1962
Spearman,,LIGHT,TX,1962-07-04 21:00:00,1,1962
Lindsay,,CYLINDER,OK,1962-07-07 02:00:00,1,1962
Tannersville,,LIGHT,NY,1962-07-10 10:00:00,1,1962
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,1962-07-15 02:00:00,6,1962
Chicago,,OTHER,IL,1962-07-15 19:00:00,6,1962
East Windsor,ORANGE,CIRCLE,CT,1962-07-15 21:00:00,6,1962
Frankfort,,OVAL,MI,1962-07-15 21:00:00,6,1962
Mentor,,DISK,OH,1962-07-15 21:00:00,6,1962
Sunrise Beach,,CYLINDER,MO,1962-07-15 23:00:00,6,1962
Burkesville,,DISK,KY,1962-07-20 18:00:00,2,1962
Springdale,,LIGHT,AR,1962-07-20 21:00:00,2,1962
Rensselaer,,OTHER,NY,1962-07-24 12:00:00,1,1962
Savannah,,DISK,GA,1962-08-01 15:00:00,3,1962
Beaverton,,SpaceShip,OR,1962-08-01 19:30:00,3,1962
Ship's Bottom,,LIGHT,NJ,1962-08-01 23:00:00,3,1962
Lodi,RED,OTHER,OH,1962-08-08 14:00:00,1,1962
Wellington,,LIGHT,KS,1962-08-10 15:00:00,1,1962
Denver,,DISK,CO,1962-08-15 17:30:00,3,1962
Nenana,,OVAL,AK,1962-08-15 19:00:00,3,1962
Ann Arbor,,DISK,MI,1962-08-15 20:00:00,3,1962
Haverhill,,DISK,MA,1962-08-16 12:00:00,1,1962
San Juan Island,,DISK,WA,1962-09-01 12:00:00,3,1962
Seattle,,CIRCLE,WA,1962-09-01 12:00:00,3,1962
Hopewell,,LIGHT,VA,1962-09-01 15:00:00,3,1962
St. Louis,,SPHERE,MO,1962-09-04 15:30:00,1,1962
Wisconsin,ORANGE,DISK,WI,1962-09-14 17:30:00,1,1962
Severn,,LIGHT,NC,1962-09-15 14:00:00,2,1962
Island Beach State Park,,DISK,NJ,1962-09-15 18:00:00,2,1962
Savannah,,OVAL,GA,1962-09-29 22:00:00,1,1962
Ft. Lee,,LIGHT,VA,1962-10-15 00:00:00,2,1962
Chicago,,OTHER,IL,1962-10-15 22:30:00,2,1962
Valparaiso,,CIGAR,FL,1962-11-01 18:00:00,1,1962
Pharr,,CHEVRON,TX,1962-11-09 20:30:00,1,1962
Alameda Naval Air Station,,LIGHT,CA,1962-11-15 14:00:00,2,1962
Runge,,SPHERE,TX,1962-11-15 21:00:00,2,1962
New York City,,CIGAR,NY,1962-12-21 23:21:00,1,1962
Markleville,,DISK,CA,1963-01-01 10:00:00,2,1963
Helena,,DIAMOND,MT,1963-01-01 22:00:00,2,1963
Holyoke,,DISK,MA,1963-01-20 22:00:00,1,1963
Cape May Court House,,LIGHT,NJ,1963-02-21 21:30:00,1,1963
Husten,,LIGHT,TX,1963-02-23 11:30:00,1,1963
Normandy Park,,CYLINDER,WA,1963-03-15 13:00:00,2,1963
Great Lakes,,DISK,IL,1963-03-15 17:30:00,2,1963
Tucson,,SpaceShip,AZ,1963-04-01 07:00:00,1,1963
Vero Beach,,DISK,FL,1963-04-07 20:00:00,1,1963
Russellton,,SPHERE,PA,1963-04-10 00:00:00,1,1963
Lompoc,,DISK,CA,1963-04-15 19:30:00,1,1963
Alexandria,RED,LIGHT,VA,1963-04-20 17:00:00,1,1963
Lynn,,DISK,MA,1963-05-07 03:00:00,1,1963
New York City,,OTHER,NY,1963-05-15 07:00:00,3,1963
Towson,,OVAL,MD,1963-05-15 14:00:00,3,1963
Tishimingo,,VARIOUS,OK,1963-05-15 22:00:00,3,1963
Emporia,,RECTANGLE,KS,1963-05-30 17:30:00,1,1963
Cocoa,,LIGHT,FL,1963-06-01 00:00:00,15,1963
Houston,,LIGHT,TX,1963-06-01 00:00:00,15,1963
San Francisco,,DISK,CA,1963-06-01 00:00:00,15,1963
St. Louis County,,CIGAR,MO,1963-06-01 02:00:00,15,1963
Williamsport,RED,OTHER,MD,1963-06-01 08:00:00,15,1963
Gonzales,,CIGAR,TX,1963-06-01 08:30:00,15,1963
Albemarle,,DISK,NC,1963-06-01 11:00:00,15,1963
Houston,,CIGAR,TX,1963-06-01 12:00:00,15,1963
Kirksey,,SpaceShip,KY,1963-06-01 13:00:00,15,1963
Waukegan,,FORMATION,IL,1963-06-01 16:00:00,15,1963
Royal Oak,RED,SpaceShip,MI,1963-06-01 18:00:00,15,1963
Laguna Beach,,LIGHT,CA,1963-06-01 20:00:00,15,1963
Rodeo,,SPHERE,CA,1963-06-01 21:00:00,15,1963
Big Kandiyohi Lake,,LIGHT,MN,1963-06-01 22:00:00,15,1963
Colorado Springs,,DISK,CO,1963-06-01 23:00:00,15,1963
Fort Collins,,CIGAR,CO,1963-06-10 03:00:00,1,1963
Menasha,,CIRCLE,WI,1963-06-11 11:00:00,1,1963
Hollywood,,DISK,FL,1963-06-15 01:00:00,9,1963
Milford,,OTHER,CT,1963-06-15 03:00:00,9,1963
Washougal,,LIGHT,WA,1963-06-15 03:33:00,9,1963
North St. Paul,,DISK,MN,1963-06-15 11:30:00,9,1963
Jonesboro,,CIGAR,AR,1963-06-15 18:00:00,9,1963
Sacramento,,CYLINDER,CA,1963-06-15 18:15:00,9,1963
Newaygo,,SPHERE,MI,1963-06-15 19:00:00,9,1963
Trion,,CIRCLE,GA,1963-06-15 21:00:00,9,1963
Newburgh,,OTHER,NY,1963-06-15 22:00:00,9,1963
Mansfield,,LIGHT,CT,1963-06-27 19:00:00,1,1963
Johnstown,,RECTANGLE,PA,1963-06-30 00:00:00,5,1963
Zebulon,,OTHER,NC,1963-06-30 00:00:00,5,1963
Newark,,DISK,TX,1963-06-30 06:00:00,5,1963
Salt Lake City,,DISK,UT,1963-06-30 13:00:00,5,1963
Anaheim,,DISK,CA,1963-06-30 14:00:00,5,1963
New York City,,OVAL,NY,1963-07-01 16:00:00,4,1963
Jonesboro,,DISK,AR,1963-07-01 18:00:00,4,1963
Lincoln,,OTHER,MO,1963-07-01 21:00:00,4,1963
Lincoln,,OTHER,MO,1963-07-01 21:12:00,4,1963
Tucson,,OTHER,AZ,1963-07-02 19:30:00,1,1963
East Vassalboro,ORANGE,SpaceShip,ME,1963-07-03 21:00:00,1,1963
Evanston,,DISK,IL,1963-07-10 20:00:00,1,1963
Albert Lea,BLUE,OVAL,MN,1963-07-11 20:00:00,1,1963
Hornell,,LIGHT,NY,1963-07-14 21:30:00,1,1963
